Túi vải thêu,Bình Định Craft House,Tuy Phước,"Số 22 Đường Phan Bội Châu, Tuy Phước",200000,giấy,thời trang,13.85552,109.179676
Mắm nhum Mỹ An,Quà Việt Quy Nhơn,Vĩnh Thạnh,"Số 169 Đường Lê Lợi, Vĩnh Thạnh",150000,unknown,quà tặng,14.282603,108.742384
Bánh ít lá gai,Bình Định Craft House,Phù Cát,"Số 136 Đường Phan Bội Châu, Phù Cát",200000,unknown,quà tặng,14.022503,109.049691
Túi vải thêu,Quy Nhơn Souvenir Gifts,Tây Sơn,"Số 165 Đường Phan Bội Châu, Tây Sơn",200000,giấy,thời trang,13.932666,108.95795
Nón lá,Shop Diễm Thy,Phù Mỹ,"Số 150 Đường Phan Bội Châu, Phù Mỹ",200000,sứ,thời trang,14.176415,109.100891
Đồng hồ lưu niệm,Tre Việt Souvenir,Hoài Nhơn,"Số 169 Đường Bạch Đằng, Hoài Nhơn",100000,lụa,trang trí,14.50001,109.055196
Gốm sứ,Miu Miu Gift World,Hoài Nhơn,"Số 32 Đường Trần Hưng Đạo, Hoài Nhơn",150000,lụa,trang trí,14.506503,109.048491
Mắm nhum Mỹ An,Bé Khôi Souvenir Shop,Vĩnh Thạnh,"Số 155 Đường Trần Hưng Đạo, Vĩnh Thạnh",200000,unknown,quà tặng,14.269277,108.746072
Nem chợ Huyện,Kiều Handmade Decor Shop,Phù Mỹ,"Số 71 Đường Trần Hưng Đạo, Phù Mỹ",100000,unknown,quà tặng,14.175206,109.104218
Móc khóa,Thương Phú Souvenir Shop,Hoài Ân,"Số 58 Đường Lê Lợi, Hoài Ân",200000,gỗ,quà tặng,14.375022,108.882942
Áo thun du lịch,Gốm Hoa Biển,An Nhơn,"Số 17 Đường Lê Lợi, An Nhơn",100000,vải,thời trang,13.883087,109.102251
Túi vải thêu,Bé Khôi Souvenir Shop,Hoài Nhơn,"Số 152 Đường Nguyễn Huệ, Hoài Nhơn",200000,kim loại,thời trang,14.51005,109.044058
Móc khóa,Quà Việt Quy Nhơn,Tuy Phước,"Số 44 Đường Nguyễn Huệ, Tuy Phước",150000,tre,quà tặng,13.853017,109.184011
Đồng hồ lưu niệm,Quy Nhơn Souvenir Gifts,Phù Mỹ,"Số 175 Đường Phan Bội Châu, Phù Mỹ",200000,nhựa,trang trí,14.180196,109.104354
Chả ram tôm đất,Kiều Handmade Decor Shop,Tuy Phước,"Số 123 Đường Bạch Đằng, Tuy Phước",200000,unknown,quà tặng,13.848955,109.188067
Áo thun du lịch,Quà Việt Quy Nhơn,Quy Nhơn,"Số 106 Đường Lê Lợi, Quy Nhơn",200000,giấy,thời trang,13.788573,109.216453
Áo thun du lịch,Gốm Hoa Biển,Quy Nhơn,"Số 186 Đường Lê Lợi, Quy Nhơn",50000,sứ,thời trang,13.780082,109.225256
Túi vải thêu,Tre Việt Souvenir,An Nhơn,"Số 57 Đường Bạch Đằng, An Nhơn",200000,gỗ,thời trang,13.878789,109.113892
Gốm sứ,Quà Việt Quy Nhơn,Tây Sơn,"Số 19 Đường Phan Bội Châu, Tây Sơn",150000,gỗ,trang trí,13.932502,108.953314
Bánh ít lá gai,Bé Khôi Souvenir Shop,An Nhơn,"Số 183 Đường Lê Lợi, An Nhơn",50000,unknown,quà tặng,13.876246,109.107959
Tranh nghệ thuật,Bé Khôi Souvenir Shop,Quy Nhơn,"Số 190 Đường Phan Bội Châu, Quy Nhơn",150000,sứ,trang trí,13.791544,109.228988
Đồng hồ lưu niệm,Miu Miu Gift World,Phù Mỹ,"Số 126 Đường Phan Bội Châu, Phù Mỹ",50000,tre,trang trí,14.184138,109.10108
Chả ram tôm đất,Thương Phú Souvenir Shop,Phù Mỹ,"Số 85 Đường Bạch Đằng, Phù Mỹ",100000,unknown,quà tặng,14.186673,109.099937
Rượu Bàu Đá,Quy Nhơn Souvenir Gifts,Phù Cát,"Số 69 Đường Phan Bội Châu, Phù Cát",50000,unknown,quà tặng,14.032577,109.054582
Gốm sứ,Shop Diễm Thy,Phù Mỹ,"Số 41 Đường Nguyễn Huệ, Phù Mỹ",100000,gỗ,trang trí,14.178583,109.107745
Đồ thủ công mỹ nghệ,Gốm Hoa Biển,Phù Cát,"Số 30 Đường Phan Bội Châu, Phù Cát",50000,nhựa,trang trí,14.022094,109.057676
Đồng hồ lưu niệm,Bình Định Craft House,Phù Cát,"Số 169 Đường Phan Bội Châu, Phù Cát",150000,nhựa,trang trí,14.034753,109.052176
Áo thun du lịch,Quà Việt Quy Nhơn,Hoài Nhơn,"Số 184 Đường Phan Bội Châu, Hoài Nhơn",50000,nhựa,thời trang,14.509193,109.050575
Bánh tráng nước dừa,Thương Phú Souvenir Shop,Tây Sơn,"Số 71 Đường Nguyễn Huệ, Tây Sơn",200000,unknown,quà tặng,13.936577,108.956648
Nem chợ Huyện,Quà Việt Quy Nhơn,Hoài Nhơn,"Số 83 Đường Phan Bội Châu, Hoài Nhơn",150000,unknown,quà tặng,14.501581,109.046026
Bánh ít lá gai,Thương Phú Souvenir Shop,Tây Sơn,"Số 74 Đường Trần Hưng Đạo, Tây Sơn",200000,unknown,quà tặng,13.94032,108.942686
Bánh ít lá gai,Shop Diễm Thy,Phù Cát,"Số 108 Đường Lê Lợi, Phù Cát",50000,unknown,quà tặng,14.032984,109.049707
Chả ram tôm đất,Bình Định Craft House,Hoài Nhơn,"Số 17 Đường Lê Lợi, Hoài Nhơn",150000,unknown,quà tặng,14.511043,109.056099
Tranh thêu tay,Kiều Handmade Decor Shop,Hoài Nhơn,"Số 124 Đường Bạch Đằng, Hoài Nhơn",200000,giấy,trang trí,14.496375,109.044219
Chả ram tôm đất,Thương Phú Souvenir Shop,Tuy Phước,"Số 114 Đường Trần Hưng Đạo, Tuy Phước",150000,unknown,quà tặng,13.861624,109.17065
Túi vải thêu,Shop Diễm Thy,An Nhơn,"Số 89 Đường Phan Bội Châu, An Nhơn",50000,kim loại,thời trang,13.894778,109.117178
Móc khóa,Miu Miu Gift World,Tây Sơn,"Số 121 Đường Phan Bội Châu, Tây Sơn",200000,gỗ,quà tặng,13.929315,108.945531
Đồ thủ công mỹ nghệ,Bình Định Craft House,Tây Sơn,"Số 13 Đường Bạch Đằng, Tây Sơn",50000,vải,trang trí,13.937058,108.958374
Mắm nhum Mỹ An,Kiều Handmade Decor Shop,An Nhơn,"Số 167 Đường Bạch Đằng, An Nhơn",200000,unknown,quà tặng,13.878391,109.114446
Áo thun du lịch,Kiều Handmade Decor Shop,Tây Sơn,"Số 177 Đường Trần Hưng Đạo, Tây Sơn",150000,gỗ,thời trang,13.936755,108.946601
Nón lá,Gốm Hoa Biển,Hoài Nhơn,"Số 24 Đường Trần Hưng Đạo, Hoài Nhơn",100000,sứ,thời trang,14.507416,109.05773
Áo thun du lịch,Quà Việt Quy Nhơn,Tuy Phước,"Số 91 Đường Phan Bội Châu, Tuy Phước",200000,nhựa,thời trang,13.861628,109.186365
Nón lá,Miu Miu Gift World,Tuy Phước,"Số 78 Đường Trần Hưng Đạo, Tuy Phước",150000,sứ,thời trang,13.85825,109.183143
Gốm sứ,Bình Định Craft House,Tuy Phước,"Số 18 Đường Trần Hưng Đạo, Tuy Phước",150000,giấy,trang trí,13.843716,109.182698
Nón lá,Tre Việt Souvenir,Phù Mỹ,"Số 185 Đường Trần Hưng Đạo, Phù Mỹ",150000,tre,thời trang,14.175774,109.090351
Bánh ít lá gai,Miu Miu Gift World,Phù Cát,"Số 43 Đường Bạch Đằng, Phù Cát",50000,unknown,quà tặng,14.02095,109.040454
Mắm nhum Mỹ An,Bé Khôi Souvenir Shop,An Nhơn,"Số 70 Đường Phan Bội Châu, An Nhơn",150000,unknown,quà tặng,13.891454,109.107922
Túi vải thêu,Thương Phú Souvenir Shop,Hoài Ân,"Số 170 Đường Phan Bội Châu, Hoài Ân",200000,gỗ,thời trang,14.371889,108.890488
Mắm nhum Mỹ An,Thương Phú Souvenir Shop,Phù Mỹ,"Số 77 Đường Nguyễn Huệ, Phù Mỹ",100000,unknown,quà tặng,14.187376,109.104807
Tranh nghệ thuật,Miu Miu Gift World,Phù Cát,"Số 182 Đường Phan Bội Châu, Phù Cát",150000,tre,trang trí,14.020784,109.043135
Nem chợ Huyện,Quà Việt Quy Nhơn,Vĩnh Thạnh,"Số 145 Đường Phan Bội Châu, Vĩnh Thạnh",100000,unknown,quà tặng,14.282623,108.747193
Nem chợ Huyện,Kiều Handmade Decor Shop,Vĩnh Thạnh,"Số 188 Đường Trần Hưng Đạo, Vĩnh Thạnh",150000,unknown,quà tặng,14.279548,108.742793
Đồ thủ công mỹ nghệ,Kiều Handmade Decor Shop,An Nhơn,"Số 51 Đường Nguyễn Huệ, An Nhơn",50000,lụa,trang trí,13.880866,109.105915
Gốm sứ,Gốm Hoa Biển,An Nhơn,"Số 70 Đường Phan Bội Châu, An Nhơn",50000,gỗ,trang trí,13.889543,109.117542
Tranh nghệ thuật,Quy Nhơn Souvenir Gifts,Hoài Ân,"Số 163 Đường Lê Lợi, Hoài Ân",150000,vải,trang trí,14.38239,108.887893
Nón lá,Gốm Hoa Biển,Quy Nhơn,"Số 137 Đường Nguyễn Huệ, Quy Nhơn",50000,nhựa,thời trang,13.785633,109.220587
Nón lá,Shop Diễm Thy,Vĩnh Thạnh,"Số 96 Đường Lê Lợi, Vĩnh Thạnh",50000,gỗ,thời trang,14.280205,108.744553
Tranh nghệ thuật,Quy Nhơn Souvenir Gifts,Tuy Phước,"Số 111 Đường Trần Hưng Đạo, Tuy Phước",100000,vải,trang trí,13.845625,109.178414
Tranh thêu tay,Kiều Handmade Decor Shop,An Nhơn,"Số 124 Đường Lê Lợi, An Nhơn",200000,nhựa,trang trí,13.888706,109.105515
Bánh ít lá gai,Gốm Hoa Biển,Phù Cát,"Số 87 Đường Nguyễn Huệ, Phù Cát",200000,unknown,quà tặng,14.033555,109.050153
Gốm sứ,Quy Nhơn Souvenir Gifts,Quy Nhơn,"Số 110 Đường Nguyễn Huệ, Quy Nhơn",150000,vải,trang trí,13.782672,109.224189
Tranh thêu tay,Shop Diễm Thy,Phù Mỹ,"Số 190 Đường Lê Lợi, Phù Mỹ",100000,tre,trang trí,14.170946,109.095936
Bánh ít lá gai,Thương Phú Souvenir Shop,Tây Sơn,"Số 71 Đường Phan Bội Châu, Tây Sơn",200000,unknown,quà tặng,13.927462,108.948511
Rượu Bàu Đá,Shop Diễm Thy,Phù Mỹ,"Số 191 Đường Trần Hưng Đạo, Phù Mỹ",150000,unknown,quà tặng,14.186739,109.107051
Áo thun du lịch,Quà Việt Quy Nhơn,Quy Nhơn,"Số 23 Đường Trần Hưng Đạo, Quy Nhơn",100000,lụa,thời trang,13.775003,109.218152
Bánh ít lá gai,Tre Việt Souvenir,Hoài Nhơn,"Số 68 Đường Nguyễn Huệ, Hoài Nhơn",50000,unknown,quà tặng,14.513476,109.051465
Nem chợ Huyện,Thương Phú Souvenir Shop,Quy Nhơn,"Số 2 Đường Trần Hưng Đạo, Quy Nhơn",100000,unknown,quà tặng,13.786383,109.22716
Đồng hồ lưu niệm,Miu Miu Gift World,An Nhơn,"Số 173 Đường Nguyễn Huệ, An Nhơn",50000,tre,trang trí,13.880653,109.099416
Gốm sứ,Bình Định Craft House,Phù Cát,"Số 77 Đường Lê Lợi, Phù Cát",100000,tre,trang trí,14.031498,109.05069
Đồ thủ công mỹ nghệ,Shop Diễm Thy,Hoài Nhơn,"Số 37 Đường Lê Lợi, Hoài Nhơn",150000,lụa,trang trí,14.495458,109.040339
Bánh tráng nước dừa,Miu Miu Gift World,Vĩnh Thạnh,"Số 79 Đường Lê Lợi, Vĩnh Thạnh",50000,unknown,quà tặng,14.270177,108.741165
Nón lá,Gốm Hoa Biển,Tây Sơn,"Số 83 Đường Phan Bội Châu, Tây Sơn",50000,gỗ,thời trang,13.941065,108.953608
Rượu Bàu Đá,Bình Định Craft House,An Nhơn,"Số 133 Đường Bạch Đằng, An Nhơn",100000,unknown,quà tặng,13.889862,109.109909
Tranh thêu tay,Miu Miu Gift World,Tây Sơn,"Số 5 Đường Bạch Đằng, Tây Sơn",50000,kim loại,trang trí,13.923907,108.953968
Tranh thêu tay,Quy Nhơn Souvenir Gifts,Phù Mỹ,"Số 84 Đường Trần Hưng Đạo, Phù Mỹ",50000,kim loại,trang trí,14.186178,109.090391
Chả ram tôm đất,Shop Diễm Thy,Hoài Nhơn,"Số 62 Đường Bạch Đằng, Hoài Nhơn",150000,unknown,quà tặng,14.509617,109.044343
Tranh thêu tay,Shop Diễm Thy,Quy Nhơn,"Số 149 Đường Bạch Đằng, Quy Nhơn",100000,vải,trang trí,13.784419,109.210283
Nem chợ Huyện,Tre Việt Souvenir,Hoài Ân,"Số 117 Đường Bạch Đằng, Hoài Ân",100000,unknown,quà tặng,14.368215,108.889149
Chả ram tôm đất,Kiều Handmade Decor Shop,An Nhơn,"Số 33 Đường Nguyễn Huệ, An Nhơn",50000,unknown,quà tặng,13.894535,109.100322
Tranh nghệ thuật,Thương Phú Souvenir Shop,Phù Mỹ,"Số 183 Đường Trần Hưng Đạo, Phù Mỹ",50000,vải,trang trí,14.187373,109.104483
Tranh thêu tay,Quà Việt Quy Nhơn,Tây Sơn,"Số 76 Đường Nguyễn Huệ, Tây Sơn",200000,kim loại,trang trí,13.936194,108.945796
Bánh tráng nước dừa,Tre Việt Souvenir,Vĩnh Thạnh,"Số 102 Đường Trần Hưng Đạo, Vĩnh Thạnh",200000,unknown,quà tặng,14.270998,108.749769
Nem chợ Huyện,Bình Định Craft House,Vĩnh Thạnh,"Số 194 Đường Nguyễn Huệ, Vĩnh Thạnh",200000,unknown,quà tặng,14.270667,108.74645
Đồ thủ công mỹ nghệ,Miu Miu Gift World,Tuy Phước,"Số 135 Đường Trần Hưng Đạo, Tuy Phước",150000,vải,trang trí,13.847693,109.188264
Bánh tráng nước dừa,Kiều Handmade Decor Shop,Tây Sơn,"Số 14 Đường Trần Hưng Đạo, Tây Sơn",150000,unknown,quà tặng,13.923619,108.945107
Đồ thủ công mỹ nghệ,Bình Định Craft House,Vĩnh Thạnh,"Số 13 Đường Trần Hưng Đạo, Vĩnh Thạnh",150000,nhựa,trang trí,14.275456,108.742734
Túi vải thêu,Kiều Handmade Decor Shop,Phù Cát,"Số 183 Đường Nguyễn Huệ, Phù Cát",50000,kim loại,thời trang,14.019594,109.044275
Móc khóa,Kiều Handmade Decor Shop,Hoài Ân,"Số 199 Đường Bạch Đằng, Hoài Ân",150000,vải,quà tặng,14.371291,108.88642
Mắm nhum Mỹ An,Miu Miu Gift World,Tây Sơn,"Số 132 Đường Lê Lợi, Tây Sơn",100000,unknown,quà tặng,13.935045,108.948024
Chả ram tôm đất,Bé Khôi Souvenir Shop,Tây Sơn,"Số 101 Đường Trần Hưng Đạo, Tây Sơn",200000,unknown,quà tặng,13.93957,108.957769
Đồng hồ lưu niệm,Shop Diễm Thy,Quy Nhơn,"Số 72 Đường Phan Bội Châu, Quy Nhơn",50000,vải,trang trí,13.774057,109.219504
Túi vải thêu,Shop Diễm Thy,Phù Mỹ,"Số 143 Đường Bạch Đằng, Phù Mỹ",200000,sứ,thời trang,14.170379,109.091113
Tranh thêu tay,Kiều Handmade Decor Shop,Vĩnh Thạnh,"Số 126 Đường Bạch Đằng, Vĩnh Thạnh",100000,tre,trang trí,14.274565,108.743073
Bánh ít lá gai,Kiều Handmade Decor Shop,An Nhơn,"Số 87 Đường Trần Hưng Đạo, An Nhơn",150000,unknown,quà tặng,13.887529,109.104802
Đồ thủ công mỹ nghệ,Bé Khôi Souvenir Shop,Hoài Ân,"Số 24 Đường Trần Hưng Đạo, Hoài Ân",100000,giấy,trang trí,14.368451,108.886275
Rượu Bàu Đá,Quy Nhơn Souvenir Gifts,Tuy Phước,"Số 8 Đường Phan Bội Châu, Tuy Phước",150000,unknown,quà tặng,13.847593,109.179086
Móc khóa,Kiều Handmade Decor Shop,Phù Cát,"Số 195 Đường Bạch Đằng, Phù Cát",50000,gỗ,quà tặng,14.022822,109.052507
Mắm nhum Mỹ An,Bé Khôi Souvenir Shop,Tuy Phước,"Số 71 Đường Phan Bội Châu, Tuy Phước",50000,unknown,quà tặng,13.852536,109.186886
Tranh nghệ thuật,Miu Miu Gift World,Phù Cát,"Số 65 Đường Phan Bội Châu, Phù Cát",100000,vải,trang trí,14.033618,109.058668
Gốm sứ,Quy Nhơn Souvenir Gifts,Phù Cát,"Số 121 Đường Bạch Đằng, Phù Cát",50000,kim loại,trang trí,14.023982,109.053968
Đồng hồ lưu niệm,Bình Định Craft House,Tuy Phước,"Số 64 Đường Nguyễn Huệ, Tuy Phước",100000,vải,trang trí,13.848187,109.176193
Túi vải thêu,Shop Diễm Thy,Phù Mỹ,"Số 141 Đường Bạch Đằng, Phù Mỹ",150000,sứ,thời trang,14.184646,109.093172
Áo thun du lịch,Miu Miu Gift World,Quy Nhơn,"Số 172 Đường Trần Hưng Đạo, Quy Nhơn",200000,gỗ,thời trang,13.787247,109.224192
Túi vải thêu,Quy Nhơn Souvenir Gifts,Phù Cát,"Số 70 Đường Lê Lợi, Phù Cát",150000,vải,thời trang,14.026504,109.04743
Bánh ít lá gai,Shop Diễm Thy,Tây Sơn,"Số 177 Đường Nguyễn Huệ, Tây Sơn",200000,unknown,quà tặng,13.939408,108.959896
Tranh nghệ thuật,Quà Việt Quy Nhơn,Quy Nhơn,"Số 103 Đường Bạch Đằng, Quy Nhơn",50000,lụa,trang trí,13.779234,109.21676
Tranh nghệ thuật,Tre Việt Souvenir,Phù Cát,"Số 102 Đường Trần Hưng Đạo, Phù Cát",200000,kim loại,trang trí,14.028608,109.052054
Nón lá,Shop Diễm Thy,Hoài Nhơn,"Số 63 Đường Phan Bội Châu, Hoài Nhơn",200000,nhựa,thời trang,14.5062,109.052859
Đồ thủ công mỹ nghệ,Quà Việt Quy Nhơn,Phù Cát,"Số 93 Đường Trần Hưng Đạo, Phù Cát",150000,kim loại,trang trí,14.02376,109.054951
Nem chợ Huyện,Bé Khôi Souvenir Shop,Hoài Nhơn,"Số 182 Đường Lê Lợi, Hoài Nhơn",100000,unknown,quà tặng,14.509534,109.045286
Đồ thủ công mỹ nghệ,Bé Khôi Souvenir Shop,Phù Mỹ,"Số 21 Đường Trần Hưng Đạo, Phù Mỹ",200000,gỗ,trang trí,14.180144,109.101364
Áo thun du lịch,Tre Việt Souvenir,Tuy Phước,"Số 20 Đường Phan Bội Châu, Tuy Phước",100000,sứ,thời trang,13.849968,109.186632
Túi vải thêu,Thương Phú Souvenir Shop,Hoài Nhơn,"Số 99 Đường Nguyễn Huệ, Hoài Nhơn",200000,gỗ,thời trang,14.512397,109.043649
