item_name,shop_name,city,address,price,material,category,lat,lon
Cửa Hàng Đồ Đồng Như Ý,yes,Hà Nội,"Cửa Hàng Đồ Đồng Như Ý, Đường Hoàng Tăng Bí, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",None,None,yes,21.0837013,105.7780986
Cửa hàng Vàng Mã Khôi Thịnh Vượng,yes,Hà Nội,"Cửa hàng Vàng Mã Khôi Thịnh Vượng, Đường Đức Thắng, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,yes,21.0836671,105.7779979
Cửa Hàng Sắt Inox Hậu Trang,yes,Hà Nội,"Cửa Hàng Sắt Inox Hậu Trang, Đường Đức Thắng, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,yes,21.0828365,105.7781742
Circle K,convenience,Hà Nội,"49, Phố Hàng Chuối, Hà Nội",None,None,convenience,21.0160502,105.8578776
Nhà thuốc hải mai,chemist,Hà Nội,"Nhà thuốc hải mai, Ngõ 32 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,chemist,21.0716507,105.7729016
Cửa Hàng Tạp Hóa Ngọc Dao,variety_store,Hà Nội,"Cửa Hàng Tạp Hóa Ngọc Dao, Ngách 32/21 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,variety_store,21.0723523,105.7724641
Tiệm giặt là Dũng Thu,laundry,Hà Nội,"Tiệm giặt là Dũng Thu, Ngách 32/21 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,laundry,21.0722755,105.7726468
Tài Kevin,hairdresser,Hà Nội,"Tài Kevin, Ngõ 32 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,hairdresser,21.0723141,105.7728897
Spa Vân Anh,beauty,Hà Nội,"Spa Vân Anh, Ngõ 32 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,beauty,21.0722824,105.7728887
Đại Lý Gạo Hải Hậu,yes,Hà Nội,"88 Sông Nhuệ, Phường Đức Thắng, Bắc Từ Liêm,Hà Nội",None,None,yes,21.0721458,105.7728856
Trung tâm sửa chữa máy tính bắc Loan,computer,Hà Nội,"Trung tâm sửa chữa máy tính bắc Loan, Ngõ 32 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,computer,21.0720776,105.7728906
Bánh Mì Bánh Ngọt Thu Bốn,bakery,Hà Nội,"Bánh Mì Bánh Ngọt Thu Bốn, Ngõ 32 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,bakery,21.0720745,105.772939
Đại Lý Biti's Tâm Liên,variety_store,Hà Nội,"Đại Lý Biti's Tâm Liên, Ngõ 32 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,variety_store,21.0719796,105.7728838
Cửa Hàng Tạp Hóa Cô Điểm,variety_store,Hà Nội,"Cửa Hàng Tạp Hóa Cô Điểm, Ngõ 32 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,variety_store,21.0719616,105.7729358
Tóc Tẹm,hairdresser,Hà Nội,"Tóc Tẹm, Ngõ 32 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,hairdresser,21.0718672,105.7728816
Giặt Là Phương Anh,laundry,Hà Nội,"Giặt Là Phương Anh, Ngách 2 Ngõ 32 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,laundry,21.0718842,105.7729465
Đại Lý Xổ Số Điện Toán,lottery,Hà Nội,"1, a8 tổ 3 đông ngạc",None,None,lottery,21.0729479,105.7728216
salon Hà My,hairdresser,Hà Nội,"27, số 8 phố viên, Hà Nội",None,None,hairdresser,21.0725739,105.7728725
thời trang nữ Vân Tũn,fashion_accessories,Hà Nội,"thời trang nữ Vân Tũn, Ngõ 32 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,fashion_accessories,21.0723863,105.772925
tài kevil,hairdresser,Hà Nội,"tài kevil, Ngõ 32 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,hairdresser,21.0723576,105.7728692
Xổ số tự chọn VIETLOT,lottery,Hà Nội,"Xổ số tự chọn VIETLOT, Ngõ 32 Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,lottery,21.071635,105.7728631
None,motorcycle_repair,Hà Nội,Đường Cổ Nhuế,None,None,motorcycle_repair,21.0711739,105.7770568
None,bakery,Hà Nội,"Ngõ 446 Đường Cổ Nhuế, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,bakery,21.0708993,105.7771671
None,supermarket,Hà Nội,Đường Cổ Nhuế,None,None,supermarket,21.0707826,105.7772691
Cửa Hàng Anh Minh Gaming Center,video_games,Hà Nội,"12, Đường Lê Văn Hiến, Phường Đức Thắng",None,None,video_games,21.0744189,105.77325
None,convenience,Hà Nội,"Lê Văn Hiến, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,convenience,21.0741834,105.7736832
Cửa Hàng Anubis Gaming Center,video_games,Hà Nội,"Cửa Hàng Anubis Gaming Center, Lê Văn Hiến, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,video_games,21.0744224,105.7731934
None,hairdresser,Hà Nội,"Lê Văn Hiến, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,hairdresser,21.0747623,105.772938
None,printer_ink,Hà Nội,"Lê Văn Hiến, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,printer_ink,21.0747623,105.7729014
Circle K,convenience,Hà Nội,"Circle K, Lê Văn Hiến, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,convenience,21.0747408,105.7722023
Photocopy Duy Dương,printer_ink,Hà Nội,"Photocopy Duy Dương, Lê Văn Hiến, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,printer_ink,21.0747541,105.7727663
None,clothes,Hà Nội,"Lê Văn Hiến, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,clothes,21.074762,105.7728726
Vision,clothes,Hà Nội,"65, Đường Lê Văn Hiến, Phường Đức Thắng",None,None,clothes,21.0747519,105.7732196
Cửa Hàng Thời Trang HT,clothes,Hà Nội,"Cửa Hàng Thời Trang HT, Lê Văn Hiến, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,clothes,21.0747504,105.7732794
Photocopy chụp ảnh thẻ,printer_ink,Hà Nội,"Photocopy chụp ảnh thẻ, Lê Văn Hiến, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,printer_ink,21.0747562,105.7733524
Hùng Anh Photocopy,printer_ink,Hà Nội,"88, Sông Nhuệ, Phường Đức Thắng, 100000",None,None,printer_ink,21.0747562,105.7724371
"Tiệm quà tặng, lưu niệm",gift,Hà Nội,"Tiệm quà tặng, lưu niệm, Lê Văn Hiến, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,gift,21.0747519,105.7723268
None,motorcycle_repair,Hà Nội,Đường Cổ Nhuế,None,None,motorcycle_repair,21.0712296,105.7770607
None,interior_decoration,Hà Nội,Đường Cổ Nhuế,None,None,interior_decoration,21.0704912,105.7775344
None,motorcycle_repair,Hà Nội,Đường Cổ Nhuế,None,None,motorcycle_repair,21.0701279,105.7776015
None,chemist,Hà Nội,Đường Cổ Nhuế,None,None,chemist,21.0697427,105.7779025
None,hairdresser,Hà Nội,Đường Cổ Nhuế,None,None,hairdresser,21.0702206,105.7775035
None,art;interior_decoration,Hà Nội,Đường Cổ Nhuế,None,None,art;interior_decoration,21.0704988,105.7776011
None,interior_decoration,Hà Nội,Đường Cổ Nhuế,None,None,interior_decoration,21.0704321,105.7776088
None,wholesale,Hà Nội,Đường Cổ Nhuế,None,None,wholesale,21.0698243,105.7779598
None,tea,Hà Nội,"Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,tea,21.0716206,105.776893
None,supermarket,Hà Nội,"đường ăn phở, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,supermarket,21.0681574,105.7772475
Tiệm sửa xe Thành Đạt,car_repair,Hà Nội,"439, Đường Hoàng Tăng Bí",None,None,car_repair,21.0832598,105.7722173
Nhà phân phối nước giải khát Hải Sơn,water,Hà Nội,"419, Đường Hoàng Tăng Bí",None,None,water,21.083324,105.7731259
Tiệm cắt tóc nam,hairdresser,Hà Nội,"417, Đường Hoàng Tăng Bí",None,None,hairdresser,21.0833291,105.7731602
Đồ Gỗ Kim Hoàng,yes,Hà Nội,"363, Đường Hoàng Tăng Bí",None,None,yes,21.0834074,105.7742247
None,hairdresser,Hà Nội,"1, Lê Văn Hiến, Hà Nội",None,None,hairdresser,21.0742,105.7734409
Tiệm Bánh Tình Thân,bakery,Hà Nội,"64, Lê Văn Hiến, Hà Nội",None,None,bakery,21.0746898,105.7735745
Green Smoothies,beverages,Hà Nội,"Green Smoothies, Lối vào Ô tô, Phường Long Biên, Thành phố Hà Nội, 08443, Việt Nam",None,None,beverages,21.0271879,105.9000197
None,hairdresser,Hà Nội,Đường Cổ Nhuế,None,None,hairdresser,21.0707783,105.7770538
None,supermarket,Hà Nội,Đường Cổ Nhuế,None,None,supermarket,21.0700638,105.777606
Sản Vật Việt Bắc,supermarket,Hà Nội,"Sản Vật Việt Bắc, Đường Phạm Văn Nghị, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,supermarket,21.065421,105.7619606
None,frozen_food,Hà Nội,"Đường Phạm Văn Nghị, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,frozen_food,21.0652876,105.7619632
quán sửa xe máy 3,car_repair,Hà Nội,"quán sửa xe máy 3, Khu B Đại Học Mỏ, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,car_repair,21.0668492,105.7622957
Tạp Hóa Thẻ Điện Thoại Minh Phúc,variety_store,Hà Nội,"Tạp Hóa Thẻ Điện Thoại Minh Phúc, Đường Đức Thắng, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,variety_store,21.0827941,105.7783207
Shop Tilano,clothes,Hà Nội,"Shop Tilano, Đường Đức Thắng, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,clothes,21.0811372,105.778021
Cửa Hàng Đá Hoa Cương Lực Lê,yes,Hà Nội,"Cửa Hàng Đá Hoa Cương Lực Lê, Đường Đức Thắng, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,yes,21.0808518,105.7778931
Cửa Hàng Gas - Bếp Gas Trường Sơn,yes,Hà Nội,"Cửa Hàng Gas - Bếp Gas Trường Sơn, Đường Đức Thắng, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,yes,21.0802025,105.7777901
Thế Giới Di Động,mobile_phone,Hà Nội,"Thế Giới Di Động, Đông Ngạc, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",None,None,mobile_phone,21.0912636,105.7854839
Cửa Hàng Bánh Mì Flan,bakery,Hà Nội,"Cửa Hàng Bánh Mì Flan, Đường Đông Ngạc, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",None,None,bakery,21.0914078,105.7850075
Tâm Chính,books,Hà Nội,"Tâm Chính, Đường Đông Ngạc, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",None,None,books,21.0914198,105.7842887
Phú Thành,houseware,Hà Nội,"Phú Thành, Đường Tân Xuân, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",None,None,houseware,21.0904648,105.7855525
Cửa Hàng Nội Thất Gỗ Thảo Nguyên,furniture,Hà Nội,"Cửa Hàng Nội Thất Gỗ Thảo Nguyên, Đường Hoàng Tăng Bí, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",None,None,furniture,21.083904,105.779096
Cửa Hàng Nội Thất Quang Vinh,yes,Hà Nội,"Cửa Hàng Nội Thất Quang Vinh, Đường Đông Thắng, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",None,None,yes,21.0839043,105.779019
Cửa Hàng Đồ Gỗ Cao Cấp Minh Tiệp,yes,Hà Nội,"Cửa Hàng Đồ Gỗ Cao Cấp Minh Tiệp, Đường Hoàng Tăng Bí, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",None,None,yes,21.0837922,105.7792818
WinMart+,convenience,Hà Nội,"107, Đường Tân Xuân, 100000",None,None,convenience,21.0810363,105.7849635
Cắt Tóc Nam Quốc Đạt,hairdresser_supply,Hà Nội,"Cắt Tóc Nam Quốc Đạt, Đường Hoàng Tăng Bí, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",None,None,hairdresser_supply,21.0838827,105.7792268
Cửa Hàng Đi Động 191,mobile_phone,Hà Nội,"Cửa Hàng Đi Động 191, Đường Tân Xuân, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",None,None,mobile_phone,21.0892863,105.7854341
Cửa Hàng Xe Giang Sơn,motorcycle,Hà Nội,"Cửa Hàng Xe Giang Sơn, Đường Tân Xuân, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",None,None,motorcycle,21.0890315,105.7854022
Trung tâm phụ tùng xe tải,car_repair,Hà Nội,"Trung tâm phụ tùng xe tải, Đường Cầu Diễn, Phường Tây Tựu, Di Trạch, Thành phố Hà Nội, 34000, Việt Nam",None,None,car_repair,21.0526437,105.7356588
Van Khanh Mobile Phone Center,mobile_phone,Hà Nội,"Van Khanh Mobile Phone Center, Đường Cầu Diễn, Phường Tây Tựu, Di Trạch, Thành phố Hà Nội, 34000, Việt Nam",None,None,mobile_phone,21.0536087,105.7342552
Siêu thị bếp gas Sinh Viên,supermarket,Hà Nội,"Siêu thị bếp gas Sinh Viên, Đường Cầu Diễn, Phường Tây Tựu, Di Trạch, Thành phố Hà Nội, 34000, Việt Nam",None,None,supermarket,21.0536682,105.7344516
Cửa Hàng Xe Điện Thành Nam Cở Sở 2,motorcycle,Hà Nội,"Cửa Hàng Xe Điện Thành Nam Cở Sở 2, Xuân Phương, Phường Xuân Phương, Di Trạch, Thành phố Hà Nội, 34000, Việt Nam",None,None,motorcycle,21.0535895,105.7334095
Cửa Hàng Tranh Thêu Kem,yes,Hà Nội,"Cửa Hàng Tranh Thêu Kem, Đường Cầu Diễn, Phường Tây Tựu, Di Trạch, Thành phố Hà Nội, 34000, Việt Nam",None,None,yes,21.0538515,105.7336902
Cửa Hàng Gas Đại Dương,gas,Hà Nội,"Cửa Hàng Gas Đại Dương, Đường Cầu Diễn, Phường Tây Tựu, Di Trạch, Thành phố Hà Nội, 34000, Việt Nam",None,None,gas,21.0540809,105.73354
Cửa Hàng Cắt Tóc Đức Sài Gòn,hairdresser,Hà Nội,"1A, Hoàng Tăng Bí, Hà Nội, 100000",None,None,hairdresser,21.0816893,105.7846272
nội thất Thảo Nguyên,furniture,Hà Nội,"1, Hoàng Tăng Bí, Hà Nội, 100000",None,None,furniture,21.0817152,105.7845694
Đại Lý Minh Khang,yes,Hà Nội,"Đại Lý Minh Khang, Hoàng Tăng Bí, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",None,None,yes,21.0817375,105.7845055
trà sơn,furniture,Hà Nội,"9, Hoàng Tăng Bí, Hà Nội, 100000",None,None,furniture,21.0818606,105.7842655
Nội thất smile house,furniture,Hà Nội,"19, Hoàng Tăng Bí, Hà Nội, 100000",None,None,furniture,21.0819895,105.783933
Nội thất Đức Cường,furniture,Hà Nội,"21, Hoàng Tăng Bí, Hà Nội, 100000",None,None,furniture,21.0820271,105.7838565
Xưởng Thực hành sơn  và sửa chưa Thân xe,car_repair,Hà Nội,"Xưởng Thực hành sơn  và sửa chưa Thân xe, Đường Cầu Diễn, Phường Tây Tựu, Di Trạch, Thành phố Hà Nội, 34000, Việt Nam",None,None,car_repair,21.0534433,105.7346357
Cửa Hàng Đá Anh Quyền,yes,Hà Nội,"34, Đường Hoàng Tăng Bí",None,None,yes,21.083698,105.7769325
"Salon, mỹ phẩm",beauty,Hà Nội,"50, Đường Hoàng Tăng Bí",None,None,beauty,21.083637,105.7760249
None,furniture,Hà Nội,"29, Hoàng Tăng Bí, Hà Nội, 100000",None,None,furniture,21.0821146,105.7836124
Đại Lý Huyền Trang,yes,Hà Nội,"Đại Lý Huyền Trang, Đường Hoàng Tăng Bí, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",None,None,yes,21.0823268,105.7830255
Cửa Hàng Nội Thất Tiền Đường,furniture,Hà Nội,"Hoàng Tăng Bí, Hà Nội",None,None,furniture,21.0827924,105.7819991
nhóm 6,car_repair,Hà Nội,"38, Đường Hoàng Tăng Bí, Hà Nội, 100000",None,None,car_repair,21.0837529,105.7768861
None,clothes,Hà Nội,Đường Cổ Nhuế,None,None,clothes,21.0706998,105.7774009
None,clothes,Hà Nội,Đường Cổ Nhuế,None,None,clothes,21.0709194,105.7772163
None,doityourself,Hà Nội,Đường Cổ Nhuế,None,None,doityourself,21.0696917,105.7781431
None,car_repair,Hà Nội,cổ nhuế,None,None,car_repair,21.0714162,105.7770754
None,butcher,Hà Nội,"Đường Đức Thắng, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,butcher,21.0728885,105.7761907
None,tool_hire,Hà Nội,Đường Cổ Nhuế,None,None,tool_hire,21.067674,105.7790712
None,doityourself,Hà Nội,Đường Cổ Nhuế,None,None,doityourself,21.0672335,105.7793153
None,jewelry,Hà Nội,Đường Cổ Nhuế,None,None,jewelry,21.0670483,105.779216
None,hairdresser,Hà Nội,Đường Cổ Nhuế,None,None,hairdresser,21.0665327,105.7793072
None,clothes,Hà Nội,Đường Cổ Nhuế,None,None,clothes,21.0658694,105.7794574
None,bakery,Hà Nội,"Ngõ 310 Đường Cổ Nhuế, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,bakery,21.0665166,105.7796211
None,furniture,Hà Nội,Đường Cổ Nhuế,None,None,furniture,21.065484,105.7795084
None,variety_store,Hà Nội,Đường Cổ Nhuế,None,None,variety_store,21.0652637,105.7795325
None,variety_store,Hà Nội,Đường Cổ Nhuế,None,None,variety_store,21.0648682,105.7796506
Trung Tâm Gaming Kutit,video_games,Hà Nội,"Trung Tâm Gaming Kutit, Phố Viên, Phường Đông Ngạc, Thành phố Hà Nội, 12500, Việt Nam",None,None,video_games,21.0716367,105.7731091
Shop Hàng hiệu,leather,Hà Nội,Hà Nội,None,None,leather,21.0686809,105.7616008
Tinh Dầu 100,supermarket,Hà Nội,"32B, Phố Lạc Trung, Phường Thanh Lương",None,None,supermarket,21.003113,105.8622289
Rice City Mall,mall,Hà Nội,"Rice City Mall, Phố Văn Tân, Linh Đàm, Phường Hoàng Liệt, Văn Điển, Thành phố Hà Nội, 11718, Việt Nam",None,None,mall,20.9634554,105.8230233
Cửa Hàng Bánh Rán Cổ Truyền Mật Đường,bakery,Hà Nội,"Cửa Hàng Bánh Rán Cổ Truyền Mật Đường, Phố Hàng Chiếu, Khu phố cổ, Phường Hoàn Kiếm, Thành phố Hà Nội, 11010, Việt Nam",None,None,bakery,21.0371669,105.8508998
V1-Sửa xe Tuấn Sơn,car_repair,Hà Nội,"145, Đường Cổ Nhuế, Hà Nội",None,None,car_repair,21.0621616,105.7805715
V7-Shop Chính Nguyên,clothes,Hà Nội,"169, Đường Cổ Nhuế, Hà Nội",None,None,clothes,21.0624891,105.7803941
V11-Vàng bạc Đức Dũng,jewelry,Hà Nội,"191, Đường Cổ Nhuế, Hà Nội",None,None,jewelry,21.062899,105.7801765
V12-Danh Hà Motor,car_repair,Hà Nội,"193, Đường Cổ Nhuế, Hà Nội",None,None,car_repair,21.0629305,105.7801549
V14-Sneaker18,shoes,Hà Nội,"201, Đường Cổ Nhuế, Hà Nội",None,None,shoes,21.0631187,105.7800482
V15-D-mark,appliance,Hà Nội,"209, Đường Cổ Nhuế, Hà Nội",None,None,appliance,21.0632802,105.7799333
V16-Laptop219,computer,Hà Nội,"219, Đường Cổ Nhuế, Hà Nội",None,None,computer,21.0633871,105.7798841
V17-Đăng Quang,hairdresser,Hà Nội,"223, Đường Cổ Nhuế, Hà Nội",None,None,hairdresser,21.0634514,105.7798486
V20-Tân Dung,tailor,Hà Nội,"241, Đường Cổ Nhuế, Hà Nội",None,None,tailor,21.0636993,105.77971
V21-Ánh Ngọc Nails,beauty,Hà Nội,"245, Đường Cổ Nhuế, Hà Nội",None,None,beauty,21.0637859,105.7796682
V23-Vương Tuấn,appliance,Hà Nội,"265, Đường Cổ Nhuế, Hà Nội",None,None,appliance,21.0640312,105.77959
V24-Đại lý Hương Điệp,variety_store,Hà Nội,"296, Đường Cổ Nhuế, Hà Nội",None,None,variety_store,21.0641243,105.7795545
V27-Tuấn Minh,dry_cleaning,Hà Nội,"277, Đường Cổ Nhuế, Hà Nội",None,None,dry_cleaning,21.0644104,105.7794782
V28-Hair beaty salon Nga Nguyễn,hairdresser,Hà Nội,"279, Đường Cổ Nhuế, Hà Nội",None,None,hairdresser,21.0644737,105.7794628
V29-Ngọc Chiến,mobile_phone,Hà Nội,"285A, Đường Cổ Nhuế, Hà Nội",None,None,mobile_phone,21.0645545,105.7794329
V30-Shop Minh,clothes,Hà Nội,"297, Đường Cổ Nhuế, Hà Nội",None,None,clothes,21.064706,105.7794248
V31-Điện máy Thanh Lý -Mạnh Tuyên,appliance,Hà Nội,"299, Đường Cổ Nhuế, Hà Nội",None,None,appliance,21.0647762,105.7794095
V35-Tiệm bánh Minh Quang,pastry,Hà Nội,"329, Đường Cổ Nhuế, Hà Nội",None,None,pastry,21.0653593,105.7793688
V32-Hair salon Q Luyện,hairdresser,Hà Nội,"305, Đường Cổ Nhuế, Hà Nội",None,None,hairdresser,21.0648221,105.7794184
Helios Auto Detailing,car_repair,Hà Nội,"Dịch vụ 2, Nguyễn Văn Lộc, Hà Nội, 10000",None,None,car_repair,20.9836509,105.7801703
Điện Máy Dũng Doanh,yes,Hà Nội,"251, Lô C8 Khu đô thị Đại Kim, Đường Nguyễn Cảnh Dị, Đại Kim, Hoàng Mai, Hà Nội, Hà Nội",None,None,yes,20.9735693,105.8353638
Q Brows Microblading,beauty,Hà Nội,"R4, Royal City Complex, 100000",None,None,beauty,21.0031584,105.8162254
Cửa Hàng Viễn Thông Ngọc Trâm,mobile_phone,Hà Nội,"Cửa Hàng Viễn Thông Ngọc Trâm, Ngõ 335 Đường Nguyễn Trãi, Phường Khương Đình, Thành phố Hà Nội, 12011, Việt Nam",None,None,mobile_phone,20.9912161,105.8040928
Tous les Jours,bakery,Hà Nội,"Khu D6, Madarin Garden, Hoàng Minh Giám, Hà Nội, 100000",None,None,bakery,21.0044803,105.7989924
Siêu Thị BRG,supermarket,Hà Nội,"Siêu Thị BRG, Đường Cao Lỗ, Xã Đông Anh, Thành phố Hà Nội, 12323, Việt Nam",None,None,supermarket,21.1383517,105.8567809
Siêu Thị BRG,supermarket,Hà Nội,"Siêu Thị BRG, Đường Cổ Loa, Xã Đông Anh, Thành phố Hà Nội, 12323, Việt Nam",None,None,supermarket,21.1114121,105.8768821
Trung Đức,furniture,Hà Nội,"321, Hoàng Quốc Việt, Hà Nội, 10000",None,None,furniture,21.0459556,105.7944664
Hazu Shop,supermarket,Hà Nội,"số 50, Phố Dương Khuê, Hà Nội, 100925",None,None,supermarket,21.0348579,105.7728934
THỜI TRANG MONCHERI NAM ANH ITALIA,tailor,Hà Nội,"THỜI TRANG MONCHERI NAM ANH ITALIA, Đường Xuân Tảo, Phường Nghĩa Đô, Thành phố Hà Nội, 10072, Việt Nam",None,None,tailor,21.046707,105.7979292
WinMart+,convenience,Hà Nội,"WinMart+, Ngõ 4 Phố Nghĩa Đô, Phường Nghĩa Đô, Thành phố Hà Nội, 10072, Việt Nam",None,None,convenience,21.0474112,105.7968251
Hợp Tác Xã Giống Cây Trồng Cổ Bi,agrarian,Hà Nội,"Hợp Tác Xã Giống Cây Trồng Cổ Bi, Ngõ 113 Đường Cổ Bi, Thôn Vàng, Xã Gia Lâm, Thành phố Hà Nội, 08443, Việt Nam",None,None,agrarian,21.0315107,105.9410551
None,florist,Hà Nội,"1, Phố Văn Miếu, Hà Nội",None,None,florist,21.0298473,105.8370057
Thanh Xuân Nina Flower,florist,Hà Nội,"15, Phố Văn Miếu, Hà Nội",None,None,florist,21.02947,105.8368413
Yly,florist,Hà Nội,"23, Phố Văn Miếu, Hà Nội",None,None,florist,21.0293361,105.8367936
www.hoaphuongdong.com,florist,Hà Nội,"33B, Phố Văn Miếu, Hà Nội",None,None,florist,21.0284015,105.8364387
TRẦM HƯƠNG ĐẤT QUẢNG,art,Hà Nội,"TRẦM HƯƠNG ĐẤT QUẢNG, 37, Phố Văn Miếu, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 10346, Việt Nam",None,None,art,21.0282913,105.8364036
Thảo Nguyên,florist,Hà Nội,"37D, Phố Văn Miếu, Hà Nội",None,None,florist,21.028251,105.8363843
Nhà thuốc 37D Văn Miếu,florist,Hà Nội,"37D, Phố Văn Miếu, Hà Nội",None,None,florist,21.0282088,105.8363665
Thành Hiếu,computer,Hà Nội,"63, Phố Văn Miếu, Hà Nội",None,None,computer,21.0275299,105.8360489
Đồ Gỗ Tư Quỳnh,yes,Hà Nội,"Số 32, Kho Sáu Vạn Điểm, Hà Nội",None,None,yes,20.7760134,105.9089442
Big C,supermarket,Hà Nội,"Km8, Đường Võ Văn Kiệt",None,None,supermarket,21.1863594,105.7826693
Thiết bị vệ sinh Ngân Phát,furniture,Hà Nội,"17, Thanh Nhàn, Ha Noi",None,None,furniture,21.0028714,105.8601001
Cửa Hàng Thẩm Mỹ Dr Pluscell,beauty,Hà Nội,"505, Phố Minh Khai, Hà Nội, 11622",None,None,beauty,20.999642,105.8703136
WinMart+,convenience,Hà Nội,"250, Sô1, Ngõ 250 Đường Kim Giang, Hà Nội, 11718",None,None,convenience,20.9790995,105.8206071
Chợ Xanh Văn Quán,supermarket,Hà Nội,"Chợ Xanh Văn Quán, Phố Nguyễn Khuyến, Khu đô thị Văn Quán, Phường Hà Đông, Thành phố Hà Nội, 12100, Việt Nam",None,None,supermarket,20.9742689,105.7914454
TH True Mart,dairy,Hà Nội,"92, Đường Kim Giang, Hà Nội, 10000",None,None,dairy,20.9822941,105.8159644
Tuấn Việt,camera,Hà Nội,"3B, Ngõ Bảo Khánh, Hà Nội",None,None,camera,21.0305161,105.8505276
tổng đài fpt,yes,Hà Nội,"109, Đường Âu Cơ, Hà Nội, 100000",None,None,yes,21.0631245,105.8318814
WinMart+,convenience,Hà Nội,Ngõ 68A Võ Chí Công,None,None,convenience,21.055796,105.8052906
None,supermarket,Hà Nội,"Ngõ 144 Mai Dịch, Phường Phú Diễn, Thành phố Hà Nội, 10065, Việt Nam",None,None,supermarket,21.0445526,105.7753232
Circle K,convenience,Hà Nội,"13, Phố Khương Hạ, Hà Nội",None,None,convenience,20.9924391,105.8156902
WinMart,supermarket,Hà Nội,Ngõ 689 Lạc Long Quân,None,None,supermarket,21.0791125,105.8137396
K-Market,convenience,Hà Nội,"161, Đường Xuân La, Hà Nội",None,None,convenience,21.0678847,105.8015644
