item_name,shop_name,city,address,price,rating,category,lat,lon
"Thịt tươi, Rau củ quả, Trái cây, Hải sản, Trứng, Sữa, Sữa chua, Gạo, Mì ăn liền, Thực phẩm đóng hộp, Bánh kẹo, Đồ uống, Gia vị, Dầu ăn, Bột các loại, Nước rửa chén, Bột giặt, Hóa mỹ phẩm, Đồ dùng gia đình, Đồ dùng nhà bếp",WinMart+,Ho Chi Minh City,"Đường Số 48, Phường Vĩnh Hội, Thành phố Hồ Chí Minh, 72800",20,3.9,convenience,10.7560655,106.7001948
"Sữa chua uống, Dây sạc điện thoại, Pin sạc, Thịt hộp, Bánh snack, Khẩu trang y tế, Muỗng nhựa, Cốc nhựa, Găng tay nilon, Khẩu trang y tế, Muỗng nhựa, Kẹo cao su",FamilyMart,Ho Chi Minh City,"56, Phó Đức Chính, Phường Bến Thành, Thành phố Hồ Chí Minh, 71010",15,3.5,convenience,10.7692304,106.7001682
"Đường, Bột mì, Nước xả vải, Thớt, Nước lau sàn, Bàn chải, Sốt cà chua, Đĩa sứ, Chảo chống dính, Cà phê hòa tan, Bông tẩy trang, Mì gói, Sốt cà chua, Gạo",Cửa Hàng Mua Sắm Citimart,Ho Chi Minh City,"Floor 4, Đường Hồng Bàng, Phường Chợ Lớn, Thành phố Hồ Chí Minh, 72415",135,3.9,supermarket,10.7559528,106.6624963
"Cốc nhựa, Muỗng nhựa, Khăn ướt, Cốc nhựa, Khoai tây chiên, Sổ tay nhỏ, Mì gói, Lăn khử mùi, Dầu gội, Bút bi, Bao rác",Circle K,Ho Chi Minh City,"Bùi Thị Xuân, Phường Bến Thành, Thành phố Hồ Chí Minh, 70200",15,3.6,convenience,10.7709168,106.6894985
"Sổ tay nhỏ, Bánh snack, Lăn khử mùi, Ô dù gấp, Sữa hộp, Chai nước, Mì ly, Bánh quy, Khẩu trang y tế, Bóng đèn LED mini, Bánh quy, Trà đóng chai, Bóng đèn LED mini, Khăn ướt, Nước tăng lực, Bật lửa, Kem đánh răng, Sổ tay nhỏ",Shop&Go!,Ho Chi Minh City,"Bùi Thị Xuân, Phường Bến Thành, Thành phố Hồ Chí Minh, 70200",10,3.7,convenience,10.7718769,106.6904496
"Sữa chua uống, Bật lửa, Thịt hộp, Nước tăng lực, Cà phê lon, Bánh quy, Muỗng nhựa, Găng tay nilon, Lăn khử mùi, Nước ngọt, Mì gói, Túi nylon, Lăn khử mùi, Bánh snack, Pin sạc",Circle K,Ho Chi Minh City,"53, Nguyễn Du, Phường Sài Gòn, Thành phố Hồ Chí Minh, 71006",20,4.4,convenience,10.7796921,106.7007494
"Thịt heo, Ly thủy tinh, Chảo chống dính, Dầu gội, Khẩu trang y tế, Sữa tắm, Nước trái cây, Sữa chua, Bột ngọt, Giấy vệ sinh, Nước rửa chén",COOP EXTRA,Ho Chi Minh City,"101, Nguyễn Văn Linh, Phường Tân Mỹ, Thành phố Hồ Chí Minh, 72915",65,4.2,supermarket,10.7284509,106.7183878
"Lăn khử mùi, Sữa chua uống, Kẹo, Nước ngọt, Ô dù gấp, Bóng đèn LED mini, Kem đánh răng, Chai nước, Lăn khử mùi, Bút bi, Cốc nhựa, Cốc nhựa, Cốc nhựa, Nước suối, Bánh quy, Sữa hộp, Trà đóng chai, Bóng đèn LED mini, Nước tăng lực, Ô dù gấp",Shop&Go!,Ho Chi Minh City,"105C, Bến Vân Đồn, Phường Khánh Hội, Thành phố Hồ Chí Minh, 72806",10,4.1,convenience,10.764179,106.7011229
"Trà, Sữa tắm, Sữa bột trẻ em, Đường, Sữa bột, Dầu gội, Bột giặt, Trà, Nước rửa chén, Muối, Ngũ cốc, Ngũ cốc, Dầu ăn, Mì gói, Gạo, Thực phẩm đóng hộp, Nước ngọt, Muối",Parkson,Ho Chi Minh City,"3, Nguyễn Lương Bằng, Phường Tân Mỹ, Thành phố Hồ Chí Minh, 72915",20,4.3,department_store,10.7294661,106.721883
"Bánh mì sandwich, Khoai tây chiên, Túi nylon, Chai nước, Dầu gội, Chai nước, Dây sạc điện thoại, Khăn ướt, Muỗng nhựa, Khẩu trang y tế, Xà phòng tắm, Găng tay nilon, Khoai tây chiên, Sữa chua uống, Lăn khử mùi, Kẹo, Gối cổ du lịch, Dầu gội, Nước tăng lực",Cửa Hàng Tiện Lợi Shop & Go,Ho Chi Minh City,"243, Hai Bà Trưng, Phường Xuân Hòa, Thành phố Hồ Chí Minh, 72200",10,4,convenience,10.7872473,106.6925533
"Kẹo cao su, Trà đóng chai, Nước tăng lực, Bút bi, Nước suối, Bánh bao mini, Gối cổ du lịch, Cà phê lon, Bút bi, Muỗng nhựa, Pin AA, Mì gói, Bánh bao mini, Khăn giấy, Cốc nhựa, Nước suối",Shop&Go!,Ho Chi Minh City,"Xô Viết Nghệ Tĩnh, Phường Thạnh Mỹ Tây, Thành phố Hồ Chí Minh, 72200",10,3.7,convenience,10.794457,106.70916
"Dao bếp, Dầu gội, Gạo, Mì gói, Nước xả vải, Nước tương, Dao bếp, Sữa tắm, Nước lau sàn, Sữa tươi, Nước tương, Nước rửa chén, Nước trái cây, Nước hoa mini, Cà phê hòa tan, Bông tẩy trang, Bàn chải, Kem dưỡng da",Big C,Ho Chi Minh City,"1/1, Trường Chinh, Phường Tây Thạnh, Thành phố Hồ Chí Minh, 70500",170,3.6,supermarket,10.806804,106.634147
"Túi nylon, Bánh bao mini, Ô dù gấp, Gối cổ du lịch, Khăn giấy, Túi nylon, Mì ly, Bút bi, Khăn ướt, Túi nylon, Pin AA, Sữa hộp",Cửa Hàng Tiện Lợi Shop&Go,Ho Chi Minh City,"Lê Văn Sỹ, Phường Phú Nhuận, Thành phố Hồ Chí Minh, 72215",10,3.6,convenience,10.7930496,106.6698351
"Nước ngọt, Bàn chải đánh răng, Bàn chải đánh răng, Khăn ướt, Bánh snack, Túi nylon, Cà phê lon, Dao cạo râu, Bật lửa, Sữa hộp, Pin sạc, Trà đóng chai, Lăn khử mùi, Dây sạc điện thoại",Shop&Go!,Ho Chi Minh City,"254, Nguyễn Công Trứ, Phường Bến Thành, Thành phố Hồ Chí Minh, 71010",15,4.5,convenience,10.7674953,106.7002265
"Bột giặt, Nước xả vải, Dầu gội, Nước tương, Rau củ quả, Trà túi lọc, Giấy vệ sinh, Chảo chống dính, Thịt heo, Khẩu trang y tế, Nước lau sàn, Sốt cà chua, Sữa tắm, Thớt, Nước xả vải",Siêu Thị Online Annam Gourmet,Ho Chi Minh City,"16-18, Hai Bà Trưng, Phường Sài Gòn, Thành phố Hồ Chí Minh, 71006",95,3.7,supermarket,10.7767779,106.7050958
"Khẩu trang y tế, Khay nhựa, Chảo chống dính, Ngũ cốc ăn sáng, Dầu gội, Trứng gà, Dầu ăn, Nước trái cây, Dầu ăn, Thịt heo, Đường, Chảo chống dính, Bông tẩy trang, Nước mắm, Khẩu trang y tế, Bông tẩy trang",Co.op Mart,Ho Chi Minh City,"home C 3, Trường Sa, Phường Nhiêu Lộc, Thành phố Hồ Chí Minh, 70150",50,4.3,supermarket,10.7864217,106.6755113
"Nước lau sàn, Nước rửa chén, Giấy bọc thực phẩm, Nước xả vải, Snack, Bột ngọt, Kem cạo râu, Sốt cà chua, Bột mì, Ly thủy tinh, Sốt cà chua, Bột mì, Đường, Mì gói, Cá hộp, Trà túi lọc, Sốt cà chua, Nước tương, Son dưỡng môi, Son dưỡng môi",CoopMart Vũng Tàu,Ho Chi Minh City,"36, Nguyễn Thái Học, Phường Tam Thắng, Thành phố Hồ Chí Minh, 76666",140,4.5,supermarket,10.3669427,107.0854561
"Mì gói, Dao cạo râu, Găng tay nilon, Khẩu trang y tế, Lăn khử mùi, Kem đánh răng, Túi nylon, Chai nước, Khoai tây chiên, Bánh mì sandwich, Muỗng nhựa, Cà phê lon, Ô dù gấp, Sữa hộp, Găng tay nilon, Bánh mì sandwich, Thịt hộp, Nước suối, Khăn ướt",AEON Citimart B&B,Ho Chi Minh City,"S4-1, Bùi Bằng Đoàn, Phường Tân Hưng, Thành phố Hồ Chí Minh, 72915",10,3.8,convenience,10.7299816,106.7087541
"Bông tẩy trang, Bột ngọt, Khay nhựa, Nước hoa mini, Bột giặt, Nước tương, Chảo chống dính, Thớt, Khay nhựa, Nước hoa mini, Dao bếp, Snack, Sữa tắm, Bột mì, Bàn chải, Dầu ăn, Trà túi lọc, Son dưỡng môi",Co.opmart Phan Văn Trị,Ho Chi Minh City,"543/1, Đường Phan Văn Trị, Phường Hạnh Thông, Thành phố Hồ Chí Minh, 71400",105,3.9,supermarket,10.8295261,106.6820675
"Khay nhựa, Nước rửa chén, Bột giặt, Chảo chống dính, Cà phê hòa tan, Snack, Kem cạo râu, Nước trái cây, Nước lau sàn, Giấy vệ sinh, Khẩu trang y tế, Cá hộp",Siêu Thị Co.opMart - Phú Thọ,Ho Chi Minh City,"Lữ Gia, Phường Phú Thọ, Thành phố Hồ Chí Minh, 72415",65,4.2,supermarket,10.7708442,106.6529897
"Nước lau sàn, Nước lau sàn, Thớt, Đĩa sứ, Son dưỡng môi, Bàn chải, Khẩu trang y tế, Sữa tắm, Nước tương, Bơ thực vật, Kem dưỡng da, Nước trái cây, Đĩa sứ, Dầu ăn, Trà túi lọc, Dầu ăn, Sữa tắm",Co-opmart Liên Hiệp TP.HCM,Ho Chi Minh City,"Quang Trung, Phường Thông Tây Hội, Thuận An, 71500",155,3.7,supermarket,10.8419863,106.6436933
"Giấy bọc thực phẩm, Nước xả vải, Nước xả vải, Nước lau sàn, Dầu gội, Nước lau sàn, Bột mì, Túi đựng rác, Thớt, Trứng gà, Khẩu trang y tế, Bột mì, Ly thủy tinh, Muỗng nĩa, Bàn chải, Nước lau sàn",Big C,Ho Chi Minh City,"Đường song hành, Phường Bình Trưng, Thủ Đức, 71108",200,3.7,supermarket,10.8014349,106.7468623
"Áo thun, Dép sandal, Ví da, Phấn má, Ba lô thời trang, Đồ chơi trẻ em, Đồng hồ, Quần short, Quần short, Đồ chơi trẻ em, Đồng hồ thông minh",Station Mall,Ho Chi Minh City,"12, Quốc Hương, An Khánh, Phường An Khánh, Thành phố Hồ Chí Minh, 71108",200,3.6,mall,10.8011701,106.7331602
"Sữa bột trẻ em, Sữa bột trẻ em, Nước suối, Muối, Tã em bé, Bình sữa, Trà, Ngũ cốc, Bánh ăn dặm, Nước lau sàn, Sữa tắm, Bột nêm, Nước rửa chén, Giấy vệ sinh",Parkson,Ho Chi Minh City,"Đường song hành, Phường Bình Trưng, Thủ Đức, 71108",20,4.1,department_store,10.8014484,106.7469505
"Khoai tây chiên, Bóng đèn LED mini, Túi nylon, Bàn chải đánh răng, Gối cổ du lịch, Khăn giấy, Kẹo, Bút bi, Bánh mì sandwich, Găng tay nilon",Tạp hóa chị Hạnh,Ho Chi Minh City,"Trần Hưng Đạo, Thành phố Hồ Chí Minh",15,4.4,convenience,10.649078,107.2419043
"Nước ngọt, Mì ly, Pin AA, Khăn giấy, Dây sạc điện thoại, Chai nước, Cốc nhựa, Xà phòng tắm, Bút bi, Bánh quy, Pin sạc, Kẹo, Bánh quy, Bút bi, Thịt hộp, Mì ly, Gối cổ du lịch, Khăn ướt, Mì ly, Dao cạo râu",Circle K,Ho Chi Minh City,"Hồ Tùng Mậu, Phường Sài Gòn, Thành phố Hồ Chí Minh, 71006",10,3.9,convenience,10.77194,106.703707
"Túi nylon, Pin sạc, Lăn khử mùi, Mì gói, Túi nylon, Dao cạo râu, Kem đánh răng, Cà phê lon, Khăn ướt, Sữa chua uống, Sổ tay nhỏ, Ô dù gấp",Circle K,Ho Chi Minh City,"Thủ Khoa Huân, Phường Bến Thành, Thành phố Hồ Chí Minh, 71009",10,4.3,convenience,10.7744175,106.6966499
"Bột ngọt, Muỗng nĩa, Cá hộp, Khẩu trang y tế, Nước trái cây, Bột ngọt, Nước trái cây, Nước lau sàn, Sữa chua, Thớt, Nước lau sàn, Dầu gội, Khăn giấy, Bông tẩy trang, Dao bếp, Muối",Citimart,Ho Chi Minh City,"21-23, Nguyễn Thị Minh Khai, Phường Sài Gòn, Thành phố Hồ Chí Minh, 71006",105,3.8,supermarket,10.784261,106.69973
"Khẩu trang y tế, Bánh snack, Pin sạc, Bút bi, Gối cổ du lịch, Nước tăng lực, Bút bi, Khăn ướt, Ô dù gấp, Sữa hộp, Bút bi, Pin sạc, Nước suối, Mì gói, Sữa hộp, Mì ly, Túi nylon, Bóng đèn LED mini, Túi nylon",Circle K,Ho Chi Minh City,"Morison, Phường Tân Mỹ, Thành phố Hồ Chí Minh, 72915",15,4.4,convenience,10.726303,106.720997
"Cà phê lon, Sổ tay nhỏ, Bánh mì sandwich, Ô dù gấp, Mì ly, Gối cổ du lịch, Ô dù gấp, Sữa hộp, Cốc nhựa, Găng tay nilon, Cà phê lon, Kem đánh răng, Kẹo cao su, Bánh quy",Circle K,Ho Chi Minh City,"Vĩnh Khánh, Phường Khánh Hội, Thành phố Hồ Chí Minh, 72800",10,4.4,convenience,10.761571,106.702183
"Bánh bao mini, Bánh mì sandwich, Xà phòng tắm, Chai nước, Dầu gội, Nước tăng lực, Gối cổ du lịch, Ô dù gấp, Bánh quy, Mì ly, Bật lửa, Ô dù gấp, Kẹo, Pin AA, Nước tăng lực, Pin sạc, Sữa chua uống, Thịt hộp, Muỗng nhựa",Bách Hoá Bà Nội Trợ,Ho Chi Minh City,"Hẻm 360D Bến Vân Đồn, Phường Vĩnh Hội, Thành phố Hồ Chí Minh, 72800",15,3.7,convenience,10.754672,106.692041
"Đồ thủ công, Quà lưu niệm, Bưu thiếp, Bánh handmade, Nến thơm, Bình hoa nhỏ, Túi đựng quà, Thiệp chúc mừng, Cốc đôi, Nến thơm, Gấu bông mini, Sổ tay dễ thương, Cốc đôi, Khung ảnh LED, Bình giữ nhiệt, Khăn lụa",Cửa Hàng Quà Tặng Butterfly,Ho Chi Minh City,"53, Đường Ðồng Khởi, Phường Sài Gòn, Thành phố Hồ Chí Minh, 71006",50,4.3,gift,10.7743796,106.7026259
"Lăn khử mùi, Pin sạc, Bánh snack, Bút bi, Kem đánh răng, Găng tay nilon, Pin AA, Khăn giấy, Pin AA, Kẹo, Cà phê lon, Khăn giấy, Cà phê lon, Kem đánh răng, Găng tay nilon",FamilyMart,Ho Chi Minh City,"362, Võ Văn Ngân, Phường Thủ Đức, Thủ Đức, 00848",20,4.3,convenience,10.8496004,106.7716529
"Khăn ướt, Lăn khử mùi, Ô dù gấp, Sổ tay nhỏ, Sữa hộp, Cốc nhựa, Sữa chua uống, Bóng đèn LED mini, Ô dù gấp, Mì gói, Bánh bao mini, Pin sạc, Lăn khử mùi, Cà phê lon, Bánh bao mini",Circle K,Ho Chi Minh City,"366, Võ Văn Ngân, Phường Thủ Đức, Thủ Đức, 00848",20,4.4,convenience,10.8495984,106.7717052
"Bánh bao mini, Bánh bao mini, Xà phòng tắm, Bao rác, Túi nylon, Gối cổ du lịch, Thịt hộp, Trà đóng chai, Kem đánh răng, Kẹo",FamilyMart,Ho Chi Minh City,"289, Võ Văn Ngân, Phường Thủ Đức, Thủ Đức, 71221",20,3.9,convenience,10.8498812,106.7682654
"Sổ tay nhỏ, Pin sạc, Dao cạo râu, Túi nylon, Sữa chua uống, Ô dù gấp, Dây sạc điện thoại, Bao rác, Mì ly, Sữa hộp, Kem đánh răng",Circle K,Ho Chi Minh City,"An Dương Vương, Phường Chợ Quán, Thành phố Hồ Chí Minh, 72760",20,4.3,convenience,10.7603293,106.6809755
"Nước tăng lực, Kẹo, Cốc nhựa, Khăn giấy, Bật lửa, Kẹo cao su, Mì ly, Mì gói, Bánh snack, Khoai tây chiên, Khoai tây chiên, Khoai tây chiên, Cốc nhựa, Sổ tay nhỏ, Muỗng nhựa, Khẩu trang y tế, Dây sạc điện thoại",Ministop,Ho Chi Minh City,"Nguyễn Thượng Hiền, Phường Bình Lợi Trung, Thành phố Hồ Chí Minh, 72317",20,4,convenience,10.8059325,106.6858375
"Găng tay nilon, Túi nylon, Trà đóng chai, Bao rác, Dầu gội, Bánh mì sandwich, Bánh bao mini, Lăn khử mùi, Dầu gội, Găng tay nilon, Khẩu trang y tế, Gối cổ du lịch, Thịt hộp, Kẹo cao su, Bánh quy, Bánh mì sandwich, Bàn chải đánh răng, Cà phê lon, Dầu gội",Cửa Hàng Tiện Lợi Shop&Go!,Ho Chi Minh City,"Võ Thị Sáu, Phường Tân Định, Thành phố Hồ Chí Minh, 72200",10,3.6,convenience,10.7896718,106.6935132
"Pin sạc, Cà phê lon, Trà đóng chai, Bánh quy, Chai nước, Nước tăng lực, Sữa chua uống, Xà phòng tắm, Trà đóng chai, Kem đánh răng, Bàn chải đánh răng, Bao rác, Bật lửa, Trà đóng chai, Mì gói, Khoai tây chiên, Kẹo, Dầu gội, Bóng đèn LED mini",Circle K,Ho Chi Minh City,"Hẻm 30 Hai Bà Trưng, Phường Sài Gòn, Thành phố Hồ Chí Minh, 71006",10,4.2,convenience,10.7769943,106.7047402
"Bánh quy, Pin sạc, Bánh mì sandwich, Bánh quy, Khoai tây chiên, Cốc nhựa, Bao rác, Bánh snack, Cốc nhựa, Bật lửa, Cốc nhựa, Khăn ướt, Túi nylon, Sữa chua uống, Trà đóng chai, Bút bi, Muỗng nhựa, Khoai tây chiên, Nước tăng lực, Sữa hộp",Circle K,Ho Chi Minh City,"Nguyễn Thái Bình, Phường Bến Thành, Thành phố Hồ Chí Minh, 71010",10,4,convenience,10.7694431,106.7000459
"Túi nylon, Bàn chải đánh răng, Kem đánh răng, Bánh bao mini, Muỗng nhựa, Cốc nhựa, Bánh snack, Găng tay nilon, Gối cổ du lịch, Bật lửa, Thịt hộp, Cà phê lon, Bánh snack, Bút bi, Cà phê lon, Kẹo",Circle K,Ho Chi Minh City,"Hoàng Hoa Thám, Phường Gia Định, Thành phố Hồ Chí Minh, 72317",10,3.6,convenience,10.8034135,106.6924486
"Muỗng nĩa, Nước xả vải, Cá hộp, Khay nhựa, Chảo chống dính, Ngũ cốc ăn sáng, Dầu ăn, Sữa chua, Sữa chua, Dao bếp, Thịt heo, Sữa chua, Cá hộp, Rau củ quả, Dầu gội, Muỗng nĩa, Trà túi lọc, Gạo, Khăn giấy, Giấy vệ sinh",Co.op Mart,Ho Chi Minh City,"224/5 Bis, Quốc lộ 13, Phường Bình Thạnh, Thành phố Hồ Chí Minh, 70000",110,4.2,supermarket,10.8119362,106.7119424
"Trà đóng chai, Bút bi, Mì gói, Cà phê lon, Chai nước, Kem đánh răng, Nước suối, Khăn ướt, Muỗng nhựa, Cà phê lon, Gối cổ du lịch, Nước ngọt, Nước suối, Xà phòng tắm, Trà đóng chai, Dầu gội, Cốc nhựa",Circle K,Ho Chi Minh City,"Võ Văn Tần, Phường Xuân Hòa, Thành phố Hồ Chí Minh, 70001",10,3.6,convenience,10.7764437,106.6900541
"Sữa chua uống, Gối cổ du lịch, Bàn chải đánh răng, Dây sạc điện thoại, Thịt hộp, Bánh quy, Bàn chải đánh răng, Bánh mì sandwich, Sổ tay nhỏ, Bóng đèn LED mini, Bóng đèn LED mini, Bút bi, Kem đánh răng, Nước ngọt, Pin AA, Bao rác, Thịt hộp, Xà phòng tắm, Lăn khử mùi, Mì ly",Circle K,Ho Chi Minh City,"Hẻm 25 Tôn Thất Tùng, Phường Bến Thành, Thành phố Hồ Chí Minh, 70200",15,3.8,convenience,10.7706331,106.6878337
"Găng tay nilon, Khăn giấy, Cà phê lon, Dây sạc điện thoại, Nước ngọt, Lăn khử mùi, Kẹo cao su, Pin sạc, Pin AA, Nước suối, Ô dù gấp, Nước ngọt, Xà phòng tắm, Chai nước, Túi nylon, Trà đóng chai",FamilyMart,Ho Chi Minh City,"Ðỗ Quang Ðẩu, Phường Bến Thành, Thành phố Hồ Chí Minh, 70200",20,4.3,convenience,10.7671517,106.6907412
"Dây sạc điện thoại, Mì ly, Muỗng nhựa, Dao cạo râu, Xà phòng tắm, Ô dù gấp, Khẩu trang y tế, Lăn khử mùi, Dầu gội, Muỗng nhựa, Khẩu trang y tế, Dao cạo râu",Circle K,Ho Chi Minh City,"Ðỗ Quang Ðẩu, Phường Bến Thành, Thành phố Hồ Chí Minh, 70200",15,3.8,convenience,10.7668186,106.6910328
"Bao rác, Ô dù gấp, Cà phê lon, Sữa hộp, Khoai tây chiên, Mì gói, Nước ngọt, Sữa hộp, Sữa chua uống, Kem đánh răng, Xà phòng tắm, Bánh quy, Găng tay nilon, Bật lửa, Dầu gội, Bánh bao mini",FamilyMart,Ho Chi Minh City,"Võ Văn Tần, Phường Xuân Hòa, Thành phố Hồ Chí Minh, 70001",15,4.2,convenience,10.7767692,106.6903148
"Bút bi, Cốc nhựa, Xà phòng tắm, Bàn chải đánh răng, Kẹo, Sổ tay nhỏ, Kẹo cao su, Gối cổ du lịch, Dây sạc điện thoại, Bật lửa, Pin sạc, Lăn khử mùi, Khẩu trang y tế",Ministop,Ho Chi Minh City,"Phạm Viết Chánh, Phường Cầu Ông Lãnh, Thủ Đức, 72406",15,3.6,convenience,10.7674283,106.6848633
"Kem dưỡng da, Giấy bọc thực phẩm, Trà túi lọc, Nước xả vải, Kem cạo râu, Bơ thực vật, Chảo chống dính, Túi đựng rác, Khẩu trang y tế, Thớt, Sốt cà chua, Trà túi lọc, Trà túi lọc, Giấy bọc thực phẩm, Túi đựng rác, Thớt, Dầu gội",Siêu Thị C&C,Ho Chi Minh City,"Cống Quỳnh, Phường Cầu Ông Lãnh, Thủ Đức, 70200",200,3.8,supermarket,10.7666709,106.6877461
"Ngũ cốc ăn sáng, Bột ngọt, Cá hộp, Sữa tắm, Dầu ăn, Dầu ăn, Ngũ cốc ăn sáng, Thớt, Son dưỡng môi, Mì gói, Sữa chua, Nước rửa chén",Street Food Market,Ho Chi Minh City,"Hẻm 24 Thủ Khoa Huân, Phường Bến Thành, Thành phố Hồ Chí Minh, 71009",130,4.1,supermarket,10.7736896,106.6975615
"Cốc nhựa, Bóng đèn LED mini, Dầu gội, Khăn ướt, Cốc nhựa, Khẩu trang y tế, Gối cổ du lịch, Mì ly, Nước tăng lực, Kem đánh răng, Chai nước, Lăn khử mùi, Bánh quy, Bánh bao mini, Sữa hộp, Pin AA",FamilyMart,Ho Chi Minh City,"Nguyễn Thị Minh Khai, Phường Sài Gòn, Thành phố Hồ Chí Minh, 71006",10,3.7,convenience,10.7862265,106.7013849
"Kem đánh răng, Nước mắm, Nước ngọt, Sữa bột, Nước suối, Nước xả vải, Bột giặt, Sữa chua, Bánh ăn dặm, Bình sữa, Cà phê, Bánh kẹo, Sữa tươi, Kem đánh răng, Nước suối",KCN VSIP,Ho Chi Minh City,"Đại lộ Tự Do, Phường Bình Hòa, Phường An Phú, Thành phố Hồ Chí Minh, 75209",10,4.1,department_store,10.9306019,106.7239412
"Nước mắm, Dầu gội, Nước xả vải, Giấy bọc thực phẩm, Ngũ cốc ăn sáng, Trà túi lọc, Nước trái cây, Ngũ cốc ăn sáng, Snack, Cá hộp, Bột mì, Thớt, Cà phê hòa tan, Bàn chải, Chảo chống dính, Bột ngọt, Thịt heo, Sữa chua, Ngũ cốc ăn sáng",Vincom Lê Văn Việt,Ho Chi Minh City,"Lê Văn Việt, Phường Tăng Nhơn Phú, Thủ Đức, 00848",85,4.1,supermarket,10.8448244,106.7802879
